audit_cell,dataset,fg_fraction,horizontal_line_fraction,horizontal_line_width_fraction,image_path,merge_context,naive_removal,notes,pred,ruling_line,sample_id,sample_validity,split,stratum,target,text,transcription
binary_issue,school_notebooks_clean,0.49508928571428573,0.957619477006312,0.8857142857142857,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027532.png,no,not_applicable,binary issue,,none,school_notebooks_train_0027532,valid,train,foreground_heavy,я-,я-,match
binary_issue,school_notebooks_clean,0.3620022123893805,0.4144385026737968,0.8230088495575221,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0302205.png,no,damages_handwriting,binary issue,,none,school_notebooks_test_0302205,valid,test,foreground_heavy,не,не,match
binary_issue,school_notebooks_clean,0.424609375,0.9070837166513339,0.85,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273175.png,no,not_applicable,binary issue,,none,school_notebooks_val_0273175,valid,val,foreground_heavy,не,не,match
detector_false_positive,school_notebooks_clean,0.06576236263736264,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0141921.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0141921,valid,train,short_text_no_line,№3,№3,match
detector_false_positive,school_notebooks_clean,0.100830078125,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0211091.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0211091,valid,train,short_text_no_line,р.,р.,match
detector_false_positive,school_notebooks_clean,0.11780342323651452,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0293124.png,no,not_applicable,,,detector_false_positive,school_notebooks_val_0293124,valid,val,line_none,многие,многие,match
intersects_handwriting,school_notebooks_clean,0.1217252994011976,0.15219062259800153,0.6287425149700598,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0045877.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0045877,valid,train,line_medium,одиночество.,одиночество.,match
intersects_handwriting,school_notebooks_clean,0.09016047297297297,0.1920374707259953,0.6486486486486487,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0242811.png,no,improves,,,intersects_handwriting,school_notebooks_train_0242811,valid_but_short,train,short_text_line_candidate,"е,","е,",match
binary_issue,school_notebooks_clean,0.41149475524475526,0.7156133828996283,0.8881118881118881,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277481.png,no,not_applicable,binary issue,,none,school_notebooks_val_0277481,valid,val,foreground_heavy,мы,мы,match
binary_issue,school_notebooks_clean,0.4239309210526316,0.5213385063045587,0.868421052631579,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273136.png,no,not_applicable,binary issue,,none,school_notebooks_val_0273136,valid,val,foreground_heavy,луч,луч,match
present_not_intersecting,school_notebooks_clean,0.0926745951417004,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0200469.png,no,no_effect,,,present_not_intersecting,school_notebooks_train_0200469,valid,train,line_none,кругом...,кругом...,match
present_not_intersecting,school_notebooks_clean,0.23796452702702703,0.023070097604259095,0.35135135135135137,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0148484.png,no,partial_improvement,,,present_not_intersecting,school_notebooks_train_0148484,valid,train,line_low,весь,весь,match
intersects_handwriting,school_notebooks_clean,0.20042067307692307,0.3938030984507746,0.9038461538461539,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0170442.png,no,damages_handwriting,,,intersects_handwriting,school_notebooks_train_0170442,valid,train,line_high,блестят,блестят,match
none,school_notebooks_clean,0.11423022598870057,0.18701700154559506,0.8813559322033898,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0139293.png,no,partial_improvement,,,none,school_notebooks_train_0139293,valid,train,line_medium,горю.,горю.,match
binary_issue,school_notebooks_clean,0.38185975609756095,0.6823020625415835,0.943089430894309,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0323269.png,no,not_applicable,binary issue,,none,school_notebooks_test_0323269,valid,test,foreground_heavy,произ-,произ-,match
present_not_intersecting,school_notebooks_clean,0.21432522123893805,0.05870967741935484,0.4778761061946903,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0192559.png,no,partial_improvement,,,present_not_intersecting,school_notebooks_train_0192559,valid,train,line_low,"согл.,","согл.,",match
binary_issue,school_notebooks_clean,0.2543402777777778,0.5699658703071673,0.8888888888888888,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0321643.png,no,not_applicable,binary issue,,none,school_notebooks_test_0321643,valid,test,line_high,"""ветра","""ветра",match
present_not_intersecting,school_notebooks_clean,0.0948016826923077,0.2836767036450079,0.8653846153846154,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0295185.png,no,improves,,,present_not_intersecting,school_notebooks_val_0295185,valid,val,short_text_line_candidate,на,на,match
detector_false_positive,school_notebooks_clean,0.14727011494252873,0.03902439024390244,0.367816091954023,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0301407.png,no,damages_handwriting,,,detector_false_positive,school_notebooks_test_0301407,valid,test,short_text_no_line,п.,п.,match
intersects_handwriting,school_notebooks_clean,0.23332555970149255,0.36681659170414793,0.7985074626865671,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0185507.png,no,damages_handwriting,,,intersects_handwriting,school_notebooks_train_0185507,valid,train,line_high,ели,ели,match
binary_issue,school_notebooks_clean,0.19016255605381166,0.3187177597641857,0.8834080717488789,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0270178.png,no,damages_handwriting,binary issue,,intersects_handwriting,school_notebooks_val_0270178,valid,val,line_high,подлете-,подлете-,match
binary_issue,school_notebooks_clean,0.406005859375,0.8292242934455802,0.71875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0304902.png,no,not_applicable,binary issue,,none,school_notebooks_test_0304902,valid,test,foreground_heavy,4/2,4/2,match
none,school_notebooks_clean,0.15145228215767634,0.03638698630136986,0.35269709543568467,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0203839.png,no,not_applicable,,,none,school_notebooks_train_0203839,valid,train,line_low,полетел,полетел,match
none,school_notebooks_clean,0.41007864238410596,0.4168559172344184,0.8344370860927153,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0312113.png,no,not_applicable,,,none,school_notebooks_test_0312113,unreadable,test,foreground_heavy,лапоть,лапоть,match
intersects_handwriting,school_notebooks_clean,0.11309162621359223,0.06773977196512408,0.49029126213592233,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0316386.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_test_0316386,valid,test,line_low,"горох,","горох,",match
intersects_handwriting,school_notebooks_clean,0.1644876700680272,0.3470113085621971,0.8061224489795918,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0092694.png,no,damages_handwriting,,,intersects_handwriting,school_notebooks_train_0092694,valid,train,line_high,лисица,лисица,match
binary_issue,school_notebooks_clean,0.45706521739130435,0.9051724137931034,0.9130434782608695,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0237352.png,no,not_applicable,binary issue,,none,school_notebooks_train_0237352,valid,train,foreground_heavy,по.п,по.п,match
binary_issue,school_notebooks_clean,0.4698153409090909,0.491307634164777,0.8560606060606061,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0123135.png,no,not_applicable,binary issue,,none,school_notebooks_train_0123135,valid,train,foreground_heavy,сов.,сов.,match
binary_issue,school_notebooks_clean,0.49210695876288657,0.9816693944353518,0.8144329896907216,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0103883.png,no,not_applicable,binary issue,,none,school_notebooks_train_0103883,unreadable,train,foreground_heavy,ни,ни,match
detector_false_positive,school_notebooks_clean,0.055222602739726026,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0029735.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0029735,valid,train,short_text_no_line,на,на,match
binary_issue,school_notebooks_clean,0.5864982057416268,0.6866794136392607,0.937799043062201,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0143036.png,no,not_applicable,binary issue,,none,school_notebooks_train_0143036,valid,train,foreground_heavy,плане-,плане-,match
binary_issue,school_notebooks_clean,0.4171142578125,0.8112379280070237,0.9296875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147645.png,no,not_applicable,binary issue,,none,school_notebooks_train_0147645,valid,train,foreground_heavy,людей.,людей.,match
binary_issue,school_notebooks_clean,0.471875,0.6846946284032377,0.8444444444444444,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0159588.png,no,not_applicable,binary issue,,none,school_notebooks_train_0159588,valid,train,foreground_heavy,он,он,match
binary_issue,school_notebooks_clean,0.559529958677686,0.9416108931456266,0.8677685950413223,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0239018.png,no,not_applicable,binary issue,,none,school_notebooks_train_0239018,valid,train,foreground_heavy,скл,скл,match
detector_false_positive,school_notebooks_clean,0.09972426470588236,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0099927.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0099927,valid,train,short_text_no_line,во,во,match
intersects_handwriting,school_notebooks_clean,0.10123239436619719,0.06304347826086956,0.4084507042253521,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0176725.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0176725,valid,train,short_text_no_line,за,за,match
none,school_notebooks_clean,0.3278039383561644,0.2347371857655893,0.8493150684931506,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0304620.png,no,not_applicable,,,none,school_notebooks_test_0304620,valid,test,line_medium,меня,меня,match
present_not_intersecting,school_notebooks_clean,0.1559375,0.3270541082164329,0.924,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0264948.png,no,partial_improvement,,,present_not_intersecting,school_notebooks_train_0264948,valid,train,line_high,птичка,птичка,match
binary_issue,school_notebooks_clean,0.32607758620689653,0.35525446133509586,0.8896551724137931,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0208109.png,no,not_applicable,binary issue,,none,school_notebooks_train_0208109,valid,train,line_high,"том,","том,",match
detector_false_positive,school_notebooks_clean,0.0927235401459854,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0203179.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0203179,valid,train,short_text_no_line,на,на,match
intersects_handwriting,school_notebooks_clean,0.18472633136094674,0.0980980980980981,0.7869822485207101,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0083675.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0083675,valid,train,line_low,трепещут,трепещут,match
present_not_intersecting,school_notebooks_clean,0.15504807692307693,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0298525.png,no,no_effect,,,present_not_intersecting,school_notebooks_test_0298525,valid,test,short_text_no_line,не,не,match
intersects_handwriting,school_notebooks_clean,0.07569679054054054,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0174110.png,no,no_effect,,,intersects_handwriting,school_notebooks_train_0174110,valid,train,line_none,"(время),","(время),",match
binary_issue,school_notebooks_clean,0.316650390625,0.3037779491133385,0.765625,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0321344.png,no,not_applicable,binary issue,,intersects_handwriting,school_notebooks_test_0321344,valid,test,line_high,год,год,match
binary_issue,school_notebooks_clean,0.46337890625,0.9636459430979979,0.796875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0229209.png,no,not_applicable,binary issue,,none,school_notebooks_train_0229209,valid,train,foreground_heavy,по,по,match
binary_issue,school_notebooks_clean,0.5326534431137725,0.45090461970841383,0.9341317365269461,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011377.png,no,not_applicable,binary issue,,none,school_notebooks_train_0011377,valid,train,foreground_heavy,"друзья,","друзья,",match
present_not_intersecting,school_notebooks_clean,0.21831354748603352,0.1911235505797681,0.9273743016759777,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0227554.png,no,improves,,,present_not_intersecting,school_notebooks_train_0227554,valid,train,line_medium,леса.,леса.,match
detector_false_positive,school_notebooks_clean,0.05908203125,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0235615.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0235615,valid,train,short_text_no_line,"я,","я,",match
binary_issue,school_notebooks_clean,0.30740676795580113,0.15164279696714406,0.6961325966850829,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0193977.png,no,damages_handwriting,binary issue,,intersects_handwriting,school_notebooks_train_0193977,valid,train,line_medium,контрольный,контрольный,match
detector_false_positive,school_notebooks_clean,0.12667410714285715,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0302932.png,no,not_applicable,,,detector_false_positive,school_notebooks_test_0302932,valid,test,line_none,соков,соков,match
detector_false_positive,school_notebooks_clean,0.16013313609467456,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0252177.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0252177,valid,train,line_none,бегали,бегали,match
detector_false_positive,school_notebooks_clean,0.07444196428571428,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0116356.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0116356,valid,train,line_none,"говорит,","говорит,",match
binary_issue,school_notebooks_clean,0.33832003546099293,0.4615132656403538,0.8581560283687943,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0220594.png,no,not_applicable,binary issue,,none,school_notebooks_train_0220594,valid,train,line_high,добычей,добычей,match
binary_issue,school_notebooks_clean,0.3288236788617886,0.5796793509754684,0.9024390243902439,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0009364.png,no,not_applicable,binary issue,,none,school_notebooks_train_0009364,valid,train,line_high,разобраться.,разобраться.,match
intersects_handwriting,school_notebooks_clean,0.1101866883116883,0.3406998158379374,0.8831168831168831,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0141983.png,no,improves,,,intersects_handwriting,school_notebooks_train_0141983,valid,train,line_high,5/5-,5/5-,match
binary_issue,school_notebooks_clean,0.3322610294117647,0.5592438911940987,0.9019607843137255,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0271708.png,no,not_applicable,binary issue,,none,school_notebooks_val_0271708,valid,val,line_high,слов.,слов.,match
detector_false_positive,school_notebooks_clean,0.04248046875,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0194259.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0194259,valid_but_short,train,short_text_no_line,1.,1.,match
intersects_handwriting,school_notebooks_clean,0.10903776978417266,0.18453608247422681,0.9136690647482014,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0291573.png,no,improves,,,intersects_handwriting,school_notebooks_val_0291573,valid,val,line_medium,"любуешся,","любуешся,",match
binary_issue,school_notebooks_clean,0.4819277108433735,0.68046875,0.891566265060241,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178139.png,no,not_applicable,binary issue,,none,school_notebooks_train_0178139,valid,train,foreground_heavy,м.р,м.р,match
binary_issue,school_notebooks_clean,0.25170617816091956,0.06778451658936853,0.6091954022988506,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0273145.png,no,partial_improvement,binary issue,,intersects_handwriting,school_notebooks_val_0273145,valid,val,line_low,ненастной,ненастной,match
binary_issue,school_notebooks_clean,0.33631674757281554,0.7753721244925575,0.9029126213592233,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178304.png,no,not_applicable,binary issue,,none,school_notebooks_train_0178304,valid,train,line_high,непар,непар,match
binary_issue,school_notebooks_clean,0.36820652173913043,0.8291512915129151,0.8347826086956521,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0321445.png,no,not_applicable,binary issue,,none,school_notebooks_test_0321445,valid,test,foreground_heavy,книг,книг,match
binary_issue,school_notebooks_clean,0.17138671875,0.03418803418803419,0.375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0033754.png,no,not_applicable,binary issue,,none,school_notebooks_train_0033754,valid,train,short_text_no_line,3.,3.,match
binary_issue,school_notebooks_clean,0.4539811643835616,0.38472418670438474,0.9406392694063926,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0268951.png,no,not_applicable,binary issue,,none,school_notebooks_val_0268951,valid,val,foreground_heavy,можно,можно,match
intersects_handwriting,school_notebooks_clean,0.18191964285714285,0.16675962074735082,0.935064935064935,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224115.png,no,partial_improvement,,,intersects_handwriting,school_notebooks_train_0224115,valid,train,line_medium,раньше,раньше,match
binary_issue,school_notebooks_clean,0.32771650326797386,0.5752570894359613,0.8954248366013072,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0305318.png,no,not_applicable,binary issue,,none,school_notebooks_test_0305318,valid,test,line_high,радостные,радостные,match
binary_issue,school_notebooks_clean,0.4400111607142857,0.8211794546607483,0.8303571428571429,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0306634.png,no,not_applicable,binary issue,,none,school_notebooks_test_0306634,valid,test,foreground_heavy,прил,прил,match
intersects_handwriting,school_notebooks_clean,0.2205762987012987,0.19917203311867526,0.8181818181818182,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0132174.png,no,improves,,,intersects_handwriting,school_notebooks_train_0132174,valid,train,line_medium,парн.,парн.,match
binary_issue,school_notebooks_clean,0.25362723214285715,0.3557022368903557,0.9047619047619048,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147981.png,no,not_applicable,binary issue,,none,school_notebooks_train_0147981,valid,train,line_high,"некого,","некого,",match
detector_false_positive,school_notebooks_clean,0.04547574626865672,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0130362.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0130362,unreadable,train,short_text_no_line,ч.,ч.,match
binary_issue,school_notebooks_clean,0.24005681818181818,0.3410435718128026,0.8347107438016529,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277535.png,no,not_applicable,binary issue,,none,school_notebooks_val_0277535,valid,val,line_high,был,был,match
detector_false_positive,school_notebooks_clean,0.13044724770642202,0.0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0174137.png,no,not_applicable,,,detector_false_positive,school_notebooks_train_0174137,valid,train,line_none,обст,обст,match
binary_issue,school_notebooks_clean,0.4184375,0.9753547423450336,0.79,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222481.png,no,not_applicable,binary issue,,none,school_notebooks_train_0222481,valid_but_short,train,foreground_heavy,п.,п.,match
