area,aspect_ratio,bbox_json,border_fg_ratio,category,component_count,contrast_range,dhash,exact_hash,fg_fraction,gray_p05,gray_p95,gray_std,height,horizontal_line_fraction,horizontal_line_rows,horizontal_line_width_fraction,image_path,level,line_id,max_row_occupancy,page_id,page_key,pixels_per_char,sample_id,split,suspicion_reasons,suspicion_score,suspicious,text,text_len,threshold_used,touches_bottom,touches_left,touches_right,touches_top,touching_sides,width,width_per_char
5504,1.34375,,0.0,pupil_comment,1,212.0,0b1b170f0d1737b8,7465faae2efb0272df5b3e60f951b34b857d2683,0.5512354651162791,42.0,254.0,83.50997141254243,64,0.990112063282795,47,0.8372093023255814,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0222485.png,word,,0.8255813953488372,,,2752.0,school_notebooks_train_0222485,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,86,43.0
5696,1.390625,,0.0,pupil_text,1,218.0,7c3b130f2b637f58,a3237e4cc85d0ce1924da6828c4b35f0c5658bb9,0.5960323033707865,37.0,255.0,86.59403297680306,64,0.9899852724594993,50,0.8651685393258427,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0007039.png,word,,0.8426966292134831,,,2848.0,school_notebooks_train_0007039,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,он,2,120,0,0,0,0,0,89,44.5
9344,2.28125,,0.0,pupil_text,1,224.0,232b272f4d4d0706,74b014e55d62a09f7dfb36537ece3462de2ab50b,0.6472602739726028,31.0,255.0,81.02323426371235,64,0.9897486772486772,52,0.9315068493150684,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0207276.png,word,,0.9246575342465754,,,4672.0,school_notebooks_train_0207276,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,146,73.0
9344,2.28125,,0.0,pupil_text,1,214.0,06177351475b1303,eba3cd2e55ece37eead641a366bf841d3de2e1b1,0.6904965753424658,41.0,255.0,78.72204707051267,64,0.9893056416615003,52,0.9452054794520548,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0162655.png,word,,0.9383561643835616,,,4672.0,school_notebooks_train_0162655,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ам,2,120,0,0,0,0,0,146,73.0
8000,1.953125,,0.0,pupil_comment,1,200.0,003f3333332f0300,1b13359af1cc5db9ac4f88470fa3acaa0debe45d,0.438125,55.0,255.0,85.55312823684108,64,0.9885877318116976,37,0.824,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178219.png,word,,0.808,,,4000.0,school_notebooks_train_0178219,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мн,2,120,0,0,0,0,0,125,62.5
8704,2.125,,0.0,pupil_text,1,211.84999999999997,490919490b276706,a2799cf0ea735da7603884207a1ecbe37dc462aa,0.6131663602941176,43.150000000000034,255.0,82.92972570604704,64,0.9880082443320217,50,0.9264705882352942,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0207068.png,word,,0.9117647058823529,,,4352.0,school_notebooks_train_0207068,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,их,2,120,0,0,0,0,0,136,68.0
6464,1.578125,,0.0,pupil_comment,1,189.0,003f1337272f0100,e0dbab3a9d8832fc2b43fa00ade851755d82c7c8,0.48205445544554454,66.0,255.0,82.85338328035418,64,0.9871630295250321,42,0.8217821782178217,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0063947.png,word,,0.8217821782178217,,,3232.0,school_notebooks_train_0063947,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ср,2,120,0,0,0,0,0,101,50.5
4928,1.203125,,0.013888888888888888,pupil_text,1,215.0,070b1b112d23334a,b1551e6fb50da00aa6e9aa6ce129580cff6406ce,0.599025974025974,40.0,255.0,84.43369720042834,64,0.9871273712737128,49,0.9090909090909091,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0319080.png,word,,0.8311688311688312,,,2464.0,school_notebooks_test_0319080,test,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,по,2,120,0,0,1,0,1,77,38.5
4352,1.0625,,0.0,pupil_comment,1,207.0,00363e1f139b9b00,59cb8eb4373ddcb446530be3bedce904628b7dd0,0.3538602941176471,48.0,255.0,84.77213004410551,64,0.987012987012987,40,0.6764705882352942,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0065267.png,word,,0.5882352941176471,,,2176.0,school_notebooks_train_0065267,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ч.,2,120,0,0,0,0,0,68,34.0
5184,1.265625,,0.0,pupil_text,1,206.0,130f0b1337270e8d,5fda9ae6051a567abba8a0aab51e7a0130f63f13,0.4957561728395062,49.0,255.0,82.64936528862538,64,0.9867704280155642,47,0.8271604938271605,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0019450.png,word,,0.7407407407407407,,,2592.0,school_notebooks_train_0019450,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,13,2,120,0,0,0,0,0,81,40.5
4864,1.1875,,0.0,pupil_comment,1,218.0,4d2f1f1707079f10,45e2eaf886136dad6138818137c66f2d165d779d,0.5236430921052632,37.0,255.0,90.35884404438998,64,0.9866509619159796,47,0.8157894736842105,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006770.png,word,,0.8157894736842105,,,2432.0,school_notebooks_train_0006770,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,||,2,120,0,0,0,0,0,76,38.0
8960,2.1875,,0.0,pupil_text,1,238.0,3c3f2929354b534f,da82f26202334ac14b967928be9e2bd4baf5a9eb,0.6303571428571428,17.0,255.0,90.10974030060187,64,0.9865439093484419,51,0.9357142857142857,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0162826.png,word,,0.8357142857142857,,,4480.0,school_notebooks_train_0162826,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,140,70.0
6400,1.5625,,0.0,pupil_comment,1,209.0,0c0d1e1e1b2b2f90,cbf850e3fa13f63c60ce4eb87248b96fa240b3fa,0.43859375,46.0,255.0,85.80233162567521,64,0.9864624153900962,47,0.84,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006197.png,word,,0.83,,,3200.0,school_notebooks_train_0006197,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,100,50.0
6976,1.703125,,0.0,pupil_text,1,215.0,203f33373f07734b,ae136ea5eb427bcaaf2e400b0c23f48f5bd02e9c,0.5308199541284404,40.0,255.0,90.34102689372845,64,0.9862273832028086,45,0.8532110091743119,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0085263.png,word,,0.7706422018348624,,,3488.0,school_notebooks_train_0085263,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,то,2,120,0,0,0,0,0,109,54.5
7488,1.828125,,0.0,pupil_text,1,207.0,9c1f311b35674b43,b3a77ad103dd2b5ff5f18879ff9689a215d62824,0.6204594017094017,48.0,255.0,84.16673277382965,64,0.9862247094274645,49,0.905982905982906,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0011682.png,word,,0.8888888888888888,,,3744.0,school_notebooks_train_0011682,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,117,58.5
8128,1.984375,,0.0,pupil_comment,1,226.0,003f17172b653f00,0a8e0fb875b14fa14c8e1290e289ced866c75a1c,0.4719488188976378,29.0,255.0,93.20319604862979,64,0.9861835245046924,40,0.84251968503937,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178652.png,word,,0.8346456692913385,,,4064.0,school_notebooks_train_0178652,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мн,2,120,0,0,0,0,0,127,63.5
7744,1.890625,,0.0,pupil_text,1,198.0,0101476767254511,f9bda90cc51c9915b968cf179c4150abb5bb8ab5,0.5872933884297521,57.0,255.0,81.94900917808249,64,0.9861477572559367,45,0.8677685950413223,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0159631.png,word,,0.859504132231405,,,3872.0,school_notebooks_train_0159631,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,121,60.5
6464,1.578125,,0.0,pupil_text,1,222.0,0f490b9f1b21613d,5db2e25c68653b3210d397ab194f8c167f681e45,0.5194925742574258,33.0,255.0,93.60324779448325,64,0.9860035735556879,51,0.900990099009901,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0007094.png,word,,0.8514851485148515,,,3232.0,school_notebooks_train_0007094,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,101,50.5
5888,1.4375,,0.0,pupil_comment,1,210.0,001e1e2e2f233f00,701f456a75bd0beb52f4e48523f23abf4a30440f,0.41202445652173914,45.0,255.0,89.70408119469953,64,0.9855729596042869,41,0.782608695652174,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0080544.png,word,,0.75,,,2944.0,school_notebooks_train_0080544,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,п.,2,120,0,0,0,0,0,92,46.0
6208,1.515625,,0.0,pupil_text,1,223.0,432b1b1725233f38,386165738d7f655fa89a6bf8233b80904da66a6d,0.6016430412371134,32.0,255.0,90.47127765310397,64,0.9855421686746988,49,0.8969072164948454,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0207509.png,word,,0.845360824742268,,,3104.0,school_notebooks_train_0207509,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,97,48.5
5696,1.390625,,0.0,pupil_text,1,222.0,7e5737276f464606,8e3d071ae38ad51fdc2375a510c045e2b2c1d4ef,0.5628511235955056,33.0,255.0,91.53380432803803,64,0.9844042420461634,49,0.8764044943820225,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0207482.png,word,,0.8426966292134831,,,2848.0,school_notebooks_train_0207482,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,89,44.5
5760,1.40625,,0.0,pupil_comment,1,216.0,000183232b2b2b12,96b6aa52909982264398dbd4aa1a429e3a28c8c7,0.4548611111111111,39.0,255.0,88.43387536673623,64,0.9843511450381679,43,0.8,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0165705.png,word,,0.7444444444444445,,,2880.0,school_notebooks_train_0165705,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,.п,2,120,0,0,0,0,0,90,45.0
4288,1.046875,,0.0,pupil_text,1,202.0,1d1e2b6b6d4b1987,1e517b2cffdb373ce011ab5b7df2c31d1e0a35ff,0.6163712686567164,53.0,255.0,76.20547605598975,64,0.9833522512296633,54,0.8805970149253731,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177043.png,word,,0.8656716417910447,,,2144.0,school_notebooks_train_0177043,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,от,2,120,0,0,0,0,0,67,33.5
5504,1.34375,,0.0,pupil_text,1,209.0,203f3b13370b3b02,1a78c182e4df73bb23b6b93f32c9fb8e6695e597,0.49963662790697677,46.0,255.0,86.46878221089713,64,0.982909090909091,44,0.813953488372093,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0133883.png,word,,0.7906976744186046,,,2752.0,school_notebooks_train_0133883,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,86,43.0
5824,1.421875,,0.0,pupil_text,1,228.0,203f33372b472103,9cfbb34e3832222538355dd3614601d802ff0cbf,0.5588942307692307,27.0,255.0,89.49498875379884,64,0.9827956989247312,46,0.8571428571428571,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224335.png,word,,0.8461538461538461,,,2912.0,school_notebooks_train_0224335,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,на,2,120,0,0,0,0,0,91,45.5
6080,1.484375,,0.0,pupil_text,1,203.0,1f2f39113d7b1f9c,b014f6c2912cdf9db2d62e1d4128ff0b64821fb4,0.6092105263157894,52.0,255.0,79.3216956809987,64,0.9827213822894169,49,0.8736842105263158,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0176988.png,word,,0.8736842105263158,,,3040.0,school_notebooks_train_0176988,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,м-,2,120,0,0,0,0,0,95,47.5
8128,1.984375,,0.0,pupil_text,1,210.64999999999998,4e6f3135336b3f78,781bf072278a968638b9f4adff39f0757d3e53d4,0.6183562992125984,44.35000000000002,255.0,85.98329323536716,64,0.9820931157978512,50,0.9212598425196851,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0162041.png,word,,0.905511811023622,,,4064.0,school_notebooks_train_0162041,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,3-,2,120,0,0,0,0,0,127,63.5
4096,1.0,,0.0,pupil_text,1,214.0,0c0e1e0e1f2b3f70,871aa1aadfb0610ec5f3a81c2fb50d4a17dacdb7,0.446044921875,41.0,255.0,91.19516312472489,64,0.9819376026272578,47,0.75,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0104292.png,word,,0.71875,,,2048.0,school_notebooks_train_0104292,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,н.,2,120,0,0,0,0,0,64,32.0
5440,1.328125,,0.0,pupil_text,1,224.0,303f2b1b33272337,ddc2da1303002e850f09023ef653787913fdad30,0.5661764705882353,31.0,255.0,94.17518077040673,64,0.9818181818181818,48,0.8588235294117647,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0207489.png,word,,0.8,,,2720.0,school_notebooks_train_0207489,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,но,2,120,0,0,0,0,0,85,42.5
6208,1.515625,,0.0,pupil_text,1,211.0,013e2f3b2b476700,c2fe6351bad88c8e852dcbd086cce3a3e45ef3f2,0.49210695876288657,44.0,255.0,87.78601960375386,64,0.9816693944353518,42,0.8144329896907216,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0103883.png,word,,0.8144329896907216,,,3104.0,school_notebooks_train_0103883,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,ни,2,120,0,0,0,0,0,97,48.5
4608,1.125,,0.0,pupil_comment,1,218.0,234b831327270f08,1724a37c4461de12911c4889dcdff17fe5fa532b,0.4190538194444444,37.0,255.0,93.11485419138141,64,0.9813568099430346,44,0.7777777777777778,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177109.png,word,,0.7638888888888888,,,2304.0,school_notebooks_train_0177109,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,.п,2,120,0,0,0,0,0,72,36.0
4224,1.03125,,0.0,pupil_text,1,212.85,01015d152b2b2636,56e262077530c614b187435a5095ad9debf87b29,0.5568181818181818,42.150000000000006,255.0,81.93150140242577,64,0.9812925170068028,50,0.8484848484848485,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0228909.png,word,,0.8333333333333334,,,2112.0,school_notebooks_train_0228909,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,не,2,120,0,0,0,0,0,66,33.0
6528,1.59375,,0.0,pupil_comment,1,223.0,400303232f6b2700,4ed369f25230eb4ea2cf9d5da86eaa8a3e4a3ab0,0.4586397058823529,31.0,254.0,97.33728474306956,64,0.9809619238476954,40,0.8235294117647058,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178226.png,word,,0.803921568627451,,,3264.0,school_notebooks_train_0178226,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,мн,2,120,0,0,0,0,0,102,51.0
5440,1.328125,,0.0,pupil_text,1,211.05,7f5b131357737f7c,351a641498e6c0adbba9075739143a826bcbab90,0.6334558823529411,43.94999999999999,255.0,79.940782073291,64,0.9808473592571096,51,0.9058823529411765,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0206705.png,word,,0.8823529411764706,,,2720.0,school_notebooks_train_0206705,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,за,2,120,0,0,0,0,0,85,42.5
4160,1.015625,,0.0,pupil_text,1,203.0,9e9f910b0f2b2e4d,3ce9be9072986cb985ead2b16f09ddb52c880250,0.5009615384615385,52.0,255.0,88.0278012675352,64,0.980806142034549,49,0.8461538461538461,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0229206.png,word,,0.7230769230769231,,,2080.0,school_notebooks_train_0229206,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,по,2,120,0,0,0,0,0,65,32.5
