sample_id,split,bucket,reasons,text,fg_fraction,skel_fraction,cc_count,dir_h_frac,stroke_width_mean,ruling_response_mean,ruling_response_p95,warning_count
school_notebooks_train_0250935,train,clean_core,,"трудно,",0.1512169471153846,0.036057692307692304,2.0,0.20833333333333334,4.341698058265602,11.653169631958008,53.0,0.0
school_notebooks_train_0178377,train,clean_core,,уж,0.11088102409638555,0.030873493975903613,2.0,0.23353293413173654,3.6507167750507254,7.401920318603516,29.0,0.0
school_notebooks_train_0252475,train,clean_core,,от,0.15592447916666666,0.0361328125,1.0,0.211864406779661,4.124729149808363,21.68277931213379,59.0,0.0
school_notebooks_train_0256182,train,clean_core,,улице,0.12403681506849315,0.03788527397260274,3.0,0.24468085106382978,3.156245933289426,16.54056167602539,61.0,0.0
school_notebooks_train_0158159,train,clean_core,,день,0.13526785714285713,0.039285714285714285,1.0,0.2357142857142857,3.2768979714267226,9.120535850524902,41.0,0.0
school_notebooks_train_0156670,train,clean_core,,от,0.15099557522123894,0.03581305309734513,2.0,0.2029520295202952,3.740612888892127,10.261199951171875,33.0,0.0
school_notebooks_train_0171673,train,clean_core,,диктант.,0.09895833333333333,0.027113970588235295,10.0,0.24864864864864866,3.200030572847733,10.070082664489746,40.0,0.0
school_notebooks_train_0010062,train,clean_core,,варенье,0.12327755905511811,0.039124015748031496,1.0,0.34349030470914127,2.9336546777916794,9.630290031433105,48.0,0.0
school_notebooks_train_0232099,train,clean_core,,(цветов)-,0.09246575342465753,0.04002568493150685,5.0,0.24938271604938272,2.3476837529283467,12.652932167053223,36.0,0.0
school_notebooks_train_0255347,train,clean_core,,то,0.11420454545454546,0.023295454545454546,2.0,0.21212121212121213,4.637075959267749,16.07542610168457,55.0,0.0
school_notebooks_train_0074707,train,clean_core,,русская,0.08716755319148936,0.03031914893617021,7.0,0.37995824634655534,2.8834475215980175,8.257712364196777,21.0,0.0
school_notebooks_train_0100189,train,clean_core,,очень,0.15234375,0.044921875,3.0,0.4420131291028446,3.374782385641723,12.444181442260742,25.0,0.0
school_notebooks_train_0206342,train,clean_core,,рассположить,0.09512544014084508,0.029984595070422535,4.0,0.2864406779661017,3.2209143245683105,7.466879367828369,25.0,0.0
school_notebooks_train_0258690,train,clean_core,,пшеничкой,0.09165335463258786,0.02456070287539936,2.0,0.3586744639376218,3.677177028423452,10.676218032836914,25.0,0.0
school_notebooks_train_0047027,train,hard_real,fg_high;skel_high;ruling_high,описав,0.2048474409448819,0.08243110236220473,5.0,0.16550764951321278,2.597046504984384,26.181962966918945,95.0,0.0
school_notebooks_train_0244245,train,clean_core,,"потом,",0.09467821782178218,0.03581373762376237,4.0,0.24271844660194175,2.7233989079916334,14.779470443725586,27.0,0.0
school_notebooks_train_0257465,train,clean_core,,гулянье,0.10306766055045871,0.030246559633027522,3.0,0.24833702882483372,3.2255720548756566,15.663345336914062,37.0,0.0
school_notebooks_train_0011450,train,clean_core,,[],0.09774305555555556,0.020833333333333332,2.0,0.368,4.436434811449038,11.59201431274414,59.0,0.0
school_notebooks_train_0045185,train,clean_core,,он,0.09234550561797752,0.019662921348314606,2.0,0.23931623931623933,4.2366676698991785,6.527738571166992,22.0,0.0
school_notebooks_train_0126739,train,clean_core,,в.,0.092529296875,0.021728515625,2.0,0.35106382978723405,4.019320775496742,8.792236328125,53.0,0.0
school_notebooks_train_0003847,train,clean_core,,привышает,0.07402663934426229,0.03043032786885246,1.0,0.308868501529052,2.3779431694728075,21.193544387817383,70.05000305175781,0.0
school_notebooks_train_0179525,train,clean_core,,чуть,0.10250686813186813,0.03949175824175824,1.0,0.12,2.557626834640465,7.836023330688477,23.0,0.0
school_notebooks_train_0193645,train,clean_core,,тайгу.,0.14772727272727273,0.05803571428571429,11.0,0.14093959731543623,2.744615539509318,16.341720581054688,50.0,0.0
school_notebooks_train_0034847,train,clean_core,,семьдесят,0.0995153743315508,0.0254846256684492,10.0,0.31761006289308175,3.542234779571816,11.67839241027832,59.0,0.0
school_notebooks_train_0056553,train,clean_core,,"виталий,",0.07778532608695653,0.033712635869565216,4.0,0.19714964370546317,2.307489067639593,8.06020736694336,29.0,0.0
school_notebooks_train_0078132,train,clean_core,,планеты.,0.08382220216606498,0.02769629963898917,4.0,0.1875,2.9152505675744447,12.626410484313965,48.0,0.0
school_notebooks_train_0074418,train,clean_core,,подружками,0.08834804832713755,0.03612918215613383,6.0,0.3424242424242424,2.434459757928897,9.929948806762695,30.0,0.0
school_notebooks_train_0209153,train,hard_real,dir_h_high,"балкон,",0.10433238636363637,0.040482954545454544,10.0,0.5798611111111112,2.6094329604923714,5.603764057159424,14.0,0.0
school_notebooks_train_0177741,train,clean_core,,"трудностей,",0.10097361809045226,0.04844535175879397,8.0,0.20203488372093023,2.2020439879954155,15.73492431640625,38.0,0.0
school_notebooks_train_0268242,train,clean_core,,бы,0.10122282608695653,0.03294836956521739,1.0,0.36363636363636365,2.984006282314063,7.1193952560424805,13.0,0.0
school_notebooks_train_0003009,train,clean_core,,между,0.09022760115606937,0.03865606936416185,1.0,0.16424116424116425,2.3604594728133366,13.71631145477295,33.0,0.0
school_notebooks_train_0049013,train,hard_real,ruling_high,ёж,0.13589638157894737,0.04091282894736842,1.0,0.22897196261682243,3.280768000760245,22.090049743652344,76.0,0.0
school_notebooks_train_0201940,train,clean_core,,весело -,0.125,0.030704941860465115,7.0,0.3351063829787234,3.928908240946028,9.183775901794434,36.0,0.0
school_notebooks_train_0262181,train,clean_core,,еду.,0.11165865384615385,0.043028846153846154,4.0,0.21957671957671956,2.5477287302674076,17.075721740722656,71.0,0.0
school_notebooks_train_0089017,train,clean_core,,было,0.0755,0.031625,1.0,0.2846441947565543,2.420132838834087,7.954999923706055,30.0,0.0
school_notebooks_train_0232364,train,hard_real,skel_high,тт,0.15328322784810128,0.06625791139240507,4.0,0.1977401129943503,2.3127335647164884,14.571598052978516,52.0,0.0
school_notebooks_train_0000946,train,clean_core,,"распутица,",0.12196828358208955,0.037080223880597014,5.0,0.24048096192384769,3.3772860600546144,10.798041343688965,35.0,0.0
school_notebooks_train_0150487,train,hard_real,ruling_high,ветви,0.13844086021505375,0.05241935483870968,5.0,0.17008797653958943,2.687855908014833,27.434139251708984,97.0,0.0
school_notebooks_train_0037891,train,clean_core,,в.,0.09671677215189874,0.03303006329113924,2.0,0.27647058823529413,2.771824756793506,10.342958450317383,31.0,0.0
school_notebooks_train_0167396,train,clean_core,,"грабли,",0.09661989795918367,0.03752125850340136,2.0,0.21715817694369974,2.5400366729004378,16.352041244506836,60.650001525878906,0.0
school_notebooks_train_0060800,train,clean_core,,уголок,0.07947198275862069,0.04175646551724138,4.0,0.18991097922848665,2.1235763156938754,17.22359848022461,30.0,0.0
school_notebooks_train_0068992,train,hard_real,cc_high,рассатривала,0.07135558583106268,0.03584809264305177,14.0,0.3484848484848485,2.2179842393805793,14.036401748657227,27.0,0.0
school_notebooks_train_0229813,train,clean_core,,во,0.0928485576923077,0.026442307692307692,2.0,0.1414141414141414,3.344317057399019,12.46634578704834,58.0,0.0
school_notebooks_train_0193359,train,clean_core,,диктант,0.11685363247863248,0.056623931623931624,12.0,0.07725321888412018,2.311456486900428,15.105902671813965,41.0,0.0
school_notebooks_train_0008013,train,clean_core,,начатая;,0.1460987261146497,0.05185111464968153,4.0,0.24573378839590443,2.7157695069492656,17.8265323638916,37.0,0.0
school_notebooks_train_0205679,train,clean_core,,"зерна,",0.13990935114503816,0.0357824427480916,2.0,0.2324159021406728,3.9218634234985728,7.742008686065674,26.0,0.0
school_notebooks_train_0180879,train,clean_core,,местоимение,0.09938588308457712,0.03556436567164179,8.0,0.33508403361344535,2.8011426738984397,7.610774040222168,25.0,0.0
school_notebooks_train_0170831,train,clean_core,,познаются,0.10667808219178082,0.049443493150684935,12.0,0.4227053140096618,2.263128403530794,7.720248222351074,19.0,0.0
school_notebooks_train_0069490,train,clean_core,,золотой,0.09199617346938775,0.03651147959183673,2.0,0.27439024390243905,2.51867679204552,12.876594543457031,45.0,0.0
school_notebooks_train_0064943,train,clean_core,,ещё,0.08786651234567901,0.022569444444444444,6.0,0.496,3.582229471035561,5.300443649291992,19.0,0.0
school_notebooks_train_0063353,train,clean_core,,комочки,0.14726027397260275,0.03795662100456621,1.0,0.25405405405405407,3.683235099648985,9.162242889404297,24.0,0.0
school_notebooks_train_0016943,train,clean_core,,катывает,0.1325928714859438,0.039470381526104416,1.0,0.3447782546494993,3.299019091708942,11.844942092895508,49.0,0.0
school_notebooks_train_0177596,train,clean_core,,жужжат,0.11586654589371981,0.04060990338164251,2.0,0.17553191489361702,2.7840905694957674,10.452672004699707,20.0,0.0
school_notebooks_train_0080364,train,clean_core,,"ёлки,",0.07533482142857142,0.03236607142857143,7.0,0.453804347826087,2.3273124522721544,5.385416507720947,15.0,0.0
school_notebooks_train_0263430,train,clean_core,,потребностей,0.10836943069306931,0.05546101485148515,2.0,0.2074074074074074,2.1918911774865295,19.055383682250977,44.0,0.0
school_notebooks_train_0237515,train,clean_core,,"гласн.,",0.07199928977272728,0.027254971590909092,2.0,0.19287833827893175,2.6237383175800613,5.692560195922852,19.0,0.0
school_notebooks_train_0169966,train,clean_core,,сд.,0.09099264705882353,0.025735294117647058,3.0,0.1694915254237288,3.4497006782363084,12.771369934082031,61.0,0.0
school_notebooks_train_0223352,train,clean_core,,их,0.1058349609375,0.025390625,1.0,0.397196261682243,4.137541990628002,9.793701171875,43.0,0.0
school_notebooks_train_0037808,train,clean_core,,они,0.1475929054054054,0.04814189189189189,2.0,0.24904214559386972,2.981914731262755,12.58044719696045,46.0,0.0
school_notebooks_train_0098141,train,hard_real,ruling_high,на,0.13169642857142858,0.02976190476190476,2.0,0.3073394495412844,4.4030674559637895,24.751487731933594,101.0,0.0
school_notebooks_train_0018863,train,clean_core,,can,0.11078381147540983,0.02548668032786885,3.0,0.26865671641791045,4.027518866840127,10.123334884643555,28.0,0.0
school_notebooks_train_0192085,train,clean_core,,явились,0.13344029017857142,0.030970982142857144,2.0,0.24217118997912318,4.030892048307135,10.717076301574707,38.0,0.0
school_notebooks_train_0048289,train,clean_core,,главным,0.13738839285714285,0.039732142857142855,4.0,0.28165374677002586,3.422320780392406,3.999218702316284,16.0,0.0
school_notebooks_train_0036467,train,clean_core,,за,0.14640625,0.0353125,2.0,0.3670886075949367,3.91694034746364,8.925312042236328,34.0,0.0
school_notebooks_train_0257951,train,clean_core,,гл,0.08845338983050847,0.01986228813559322,3.0,0.3875,3.9551220589140432,15.876059532165527,50.0,0.0
school_notebooks_train_0253807,train,clean_core,,работа.,0.07671957671957672,0.0355489417989418,2.0,0.48041237113402063,2.38759425394982,10.244213104248047,27.0,0.0
school_notebooks_train_0004834,train,clean_core,,5(п.п),0.12723214285714285,0.030199579831932773,8.0,0.2794759825327511,3.9314546344542847,5.6278886795043945,30.0,0.0
school_notebooks_train_0199516,train,clean_core,,поднялся,0.10536985759493671,0.031546677215189875,6.0,0.3513909224011713,3.273664856968288,11.421974182128906,59.0,0.0
school_notebooks_train_0075538,train,clean_core,,толькао,0.09165396341463415,0.029153963414634148,5.0,0.3292433537832311,3.187337544755669,10.772802352905273,22.0,0.0
school_notebooks_train_0029797,train,clean_core,,грачи.,0.08831091772151899,0.03471123417721519,2.0,0.27979274611398963,2.463778696170901,6.189576625823975,20.0,0.0
school_notebooks_train_0058848,train,clean_core,,более,0.09375,0.042663043478260866,3.0,0.25806451612903225,2.2512012750319275,8.88654899597168,28.0,0.0
school_notebooks_train_0227458,train,clean_core,,дереву,0.13497899159663865,0.049107142857142856,1.0,0.25,2.6249481675467923,16.13878631591797,34.0,0.0
school_notebooks_train_0177375,train,clean_core,,наст.,0.13845802919708028,0.03581204379562044,2.0,0.12195121951219512,3.810006320623479,10.180657386779785,25.0,0.0
school_notebooks_train_0249461,train,clean_core,,на,0.13240131578947367,0.029769736842105262,2.0,0.24468085106382978,4.467026817895247,10.318421363830566,45.0,0.0
school_notebooks_train_0176050,train,clean_core,,"изложении,",0.10504694835680752,0.04790199530516432,1.0,0.3410958904109589,2.4384999651446626,11.264158248901367,22.0,0.0
school_notebooks_train_0173238,train,clean_core,,то,0.10864825581395349,0.031613372093023256,4.0,0.4689265536723164,3.5570597808517954,9.680414199829102,27.0,0.0
school_notebooks_train_0211743,train,hard_real,fg_low;ruling_high,i.,0.05078125,0.01875,7.0,0.3076923076923077,2.522194163145093,27.765104293823242,105.0,0.0
school_notebooks_train_0034070,train,hard_real,skel_low;stroke_width_high,плите.,0.10196461397058823,0.014476102941176471,11.0,0.2248062015503876,6.36034799037986,7.967601299285889,31.0,0.0
school_notebooks_train_0138068,train,clean_core,,"понять,",0.13013059701492538,0.03521455223880597,1.0,0.32575757575757575,3.652096919433922,11.922030448913574,54.0,0.0
school_notebooks_train_0045491,train,hard_real,cc_high,харлаипий,0.11405414438502674,0.036012700534759357,13.0,0.2562358276643991,3.145720702145598,4.613636493682861,12.0,0.0
school_notebooks_train_0265637,train,hard_real,dir_h_high,"""4-""",0.08238636363636363,0.037109375,4.0,0.5043478260869565,2.42351223252215,9.402521133422852,17.0,0.0
school_notebooks_train_0213685,train,clean_core,,игривым,0.07419535928143713,0.030033682634730538,1.0,0.2309941520467836,2.447314263173458,9.973427772521973,20.0,0.0
school_notebooks_train_0128574,train,clean_core,,м.р.,0.12986680327868852,0.027535860655737706,5.0,0.23706896551724138,4.370560954001711,15.108735084533691,46.0,0.0
school_notebooks_train_0095417,train,clean_core,,(что,0.10240384615384615,0.026322115384615385,5.0,0.23949579831932774,3.615725814195124,4.136178016662598,15.0,0.0
school_notebooks_train_0171069,train,clean_core,,гал-,0.10033482142857143,0.03459821428571429,6.0,0.35646687697160884,2.8399272564815603,11.596652030944824,39.0,0.0
school_notebooks_train_0066672,train,clean_core,,собой.,0.1129993556701031,0.03414948453608247,6.0,0.2529002320185615,3.2697279605343903,7.643685340881348,24.0,0.0
school_notebooks_train_0062684,train,clean_core,,белый:,0.10264423076923077,0.039663461538461536,5.0,0.2564841498559078,2.6202782425360622,9.52019214630127,27.0,0.0
school_notebooks_train_0031959,train,clean_core,,экземпляров,0.1527777777777778,0.046144005847953216,6.0,0.2246376811594203,3.5037092521010345,9.250639915466309,35.0,0.0
school_notebooks_train_0048600,train,hard_real,cc_high,воспоминания,0.07326722756410256,0.031099759615384616,14.0,0.40271493212669685,2.441962651222432,8.99368953704834,33.0,0.0
school_notebooks_train_0060320,train,clean_core,,на-,0.08948037790697674,0.019712936046511628,3.0,0.35294117647058826,4.367186197478211,16.376544952392578,43.0,0.0
school_notebooks_train_0144709,train,clean_core,,приезжать,0.0697021484375,0.03009033203125,4.0,0.2763915547024952,2.3237571300128184,8.73260498046875,18.0,0.0
school_notebooks_train_0152607,train,hard_real,ruling_high,птицей,0.13053385416666666,0.06163194444444445,8.0,0.1664025356576862,2.288776349966926,22.04644012451172,65.0,0.0
school_notebooks_train_0100086,train,clean_core,,звуков,0.1700721153846154,0.033203125,4.0,0.2827868852459016,4.8579540434182125,9.947866439819336,50.0,0.0
school_notebooks_train_0066954,train,clean_core,,"вышивания,",0.08782819634703197,0.03374714611872146,3.0,0.1895551257253385,2.6699411609489445,7.73252010345459,38.0,0.0
school_notebooks_train_0205310,train,clean_core,,памятнику,0.1021689497716895,0.03324771689497717,2.0,0.2840690978886756,3.0341610281911966,8.111444473266602,31.0,0.0
school_notebooks_train_0077753,train,hard_real,cc_high,четырнадцатое,0.08790553435114504,0.042104007633587785,16.0,0.29506008010680906,2.249894677876754,12.230140686035156,32.0,0.0
school_notebooks_train_0121734,train,hard_real,ruling_high,речь,0.13059895833333332,0.03424479166666667,4.0,0.23104693140794225,3.784000729445803,29.879947662353516,138.0500030517578,0.0
school_notebooks_train_0060734,train,clean_core,,огромные,0.10590277777777778,0.04128086419753087,1.0,0.23225806451612904,2.7347130136445688,16.554977416992188,30.0,0.0
school_notebooks_train_0061657,train,clean_core,,"""пред",0.0823019801980198,0.043162128712871284,6.0,0.15436241610738255,2.074231821213816,13.46828556060791,30.0,0.0
school_notebooks_train_0179667,train,clean_core,,нариц.,0.09209148044692737,0.029329608938547486,4.0,0.10285714285714286,2.9625099582461694,5.572451114654541,21.0,0.0
school_notebooks_train_0087332,train,clean_core,,за,0.08285984848484848,0.03551136363636364,3.0,0.14792899408284024,2.3063491113023655,10.365767478942871,35.0,0.0
school_notebooks_train_0048241,train,clean_core,,прачку,0.08754960317460317,0.03050595238095238,3.0,0.33707865168539325,2.857315866476997,3.1124751567840576,12.0,0.0
school_notebooks_train_0007247,train,clean_core,,656,0.10788690476190477,0.023660714285714285,3.0,0.3192771084337349,4.380087161423509,6.204613208770752,21.0,0.0
school_notebooks_train_0214001,train,clean_core,,разряды,0.10626940993788819,0.04114906832298137,2.0,0.25757575757575757,2.507411824353144,16.1524658203125,83.0,0.0
school_notebooks_train_0055760,train,clean_core,,согл,0.10889050387596899,0.024709302325581394,1.0,0.24056603773584906,4.277032733106537,6.262718200683594,17.0,0.0
school_notebooks_train_0032612,train,clean_core,,словарный,0.12855603448275862,0.038469827586206894,4.0,0.254278728606357,3.453038898026301,13.019827842712402,52.0,0.0
school_notebooks_train_0163947,train,clean_core,,частая,0.1587701612903226,0.03866647465437788,1.0,0.1982142857142857,4.04350171110121,10.68260383605957,32.0,0.0
school_notebooks_train_0131859,train,clean_core,,бензин,0.10521449704142012,0.03365384615384615,1.0,0.3324742268041237,2.98614101368618,8.702200889587402,37.0,0.0
school_notebooks_train_0040782,train,clean_core,,новое,0.15492788461538462,0.051201923076923075,3.0,0.23931623931623933,3.1093916123481127,13.514423370361328,35.0,0.0
school_notebooks_train_0186329,train,clean_core,,на,0.08990384615384615,0.03990384615384615,1.0,0.1,2.251091812452602,11.11177921295166,27.0,0.0
school_notebooks_train_0057581,train,clean_core,,эти,0.11512212643678162,0.03681752873563218,1.0,0.2073732718894009,3.1612563436379597,9.347341537475586,34.0,0.0
school_notebooks_train_0220316,train,clean_core,,корабль,0.0775462962962963,0.03116732804232804,1.0,0.3808353808353808,2.4526537919319495,5.765129089355469,17.0,0.0
school_notebooks_train_0078261,train,hard_real,cc_high,"великолепный,",0.0771570796460177,0.03837112831858407,14.0,0.2839506172839506,2.1796497792518403,10.913164138793945,43.0,0.0
school_notebooks_train_0098709,train,clean_core,,не,0.10975150602409639,0.03275602409638554,1.0,0.175,3.4376965138282474,11.220632553100586,49.0,0.0
school_notebooks_train_0126738,train,clean_core,,невозвр.,0.12146892655367232,0.0356638418079096,2.0,0.31223628691983124,3.536928951947951,7.278337001800537,29.0,0.0
