sample_id,dataset,level,issue_type,severity,message,image_path,transcription,suggested_action
school_notebooks_train_0000131,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000131.png,"керосин,",manual_review
school_notebooks_train_0000132,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000132.png,"синева,",manual_review
school_notebooks_train_0000133,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000133.png,"белизна,",manual_review
school_notebooks_train_0000134,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000134.png,Восьмое,manual_review
school_notebooks_train_0000135,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000135.png,"молоко,",manual_review
school_notebooks_train_0000136,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000136.png,"Железо,",manual_review
school_notebooks_train_0000137,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000137.png,2),manual_review
school_notebooks_train_0000138,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000138.png,крестьянство.,manual_review
school_notebooks_train_0000139,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000139.png,"учительство,",manual_review
school_notebooks_train_0000140,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000140.png,1),manual_review
school_notebooks_train_0000141,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000141.png,"Молодёжь,",manual_review
school_notebooks_train_0000142,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000142.png,"человечество,",manual_review
school_notebooks_train_0000143,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000143.png,"студенчество,",manual_review
school_notebooks_train_0000144,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000144.png,514.,manual_review
school_notebooks_train_0000145,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000145.png,Упражнение,manual_review
school_notebooks_train_0000146,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000146.png,окна,manual_review
school_notebooks_train_0000147,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000147.png,деревья,manual_review
school_notebooks_train_0000148,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000148.png,столы,manual_review
school_notebooks_train_0000149,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000149.png,стулья,manual_review
school_notebooks_train_0000150,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000150.png,очки,manual_review
school_notebooks_train_0000151,school_notebooks,word,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000151.png,лыжи,manual_review
school_notebooks_train_0000152,school_notebooks,phrase,polygon_masked_crop,warning,polygon_masked_crop,data/processed/school_notebooks_pilot/images/train/school_notebooks_train_0000152.png,творог -,manual_review
